id,time,outerdevice_id,outerdevice_parameter_id,value,create_at,create_user,elec
41455853,7:00:00 PM,1370,21,1860728.88,0.024758102,DeviceDataService,128
41456046,8:00:00 PM,1370,21,1860728.88,0.024758102,DeviceDataService,115.24
41456239,9:00:00 PM,1370,21,1860728.88,0.024758102,DeviceDataService,113.13
41456432,10:00:00 PM,1370,21,1860728.88,0.024758102,DeviceDataService,112.5
41456625,11:00:00 PM,1370,21,1860728.88,0.024758102,DeviceDataService,98.63
41456805,12:00:00 AM,1370,21,1860728.88,0.024835648,DeviceDataService,91
41456998,1:00:00 AM,1370,21,1860728.88,0.024835648,DeviceDataService,89.87
41457191,2:00:00 AM,1370,21,1860728.88,0.024835648,DeviceDataService,89.25
41457384,3:00:00 AM,1370,21,1860728.88,0.024835648,DeviceDataService,88
41457577,4:00:00 AM,1370,21,1860728.88,0.024835648,DeviceDataService,89.5
41457770,5:00:00 AM,1370,21,1860728.88,0.024835648,DeviceDataService,90.88
41457963,6:00:00 AM,1370,21,1860728.88,0.024835648,DeviceDataService,90
41458156,7:00:00 AM,1370,21,1860728.88,0.024835648,DeviceDataService,144.37
41458349,8:00:00 AM,1370,21,1860728.88,0.024835648,DeviceDataService,185.5
41458542,9:00:00 AM,1370,21,1860728.88,0.024835648,DeviceDataService,248.87
41458735,10:00:00 AM,1370,21,1860728.88,0.024835648,DeviceDataService,283.5
41458928,11:00:00 AM,1370,21,1860728.88,0.024835648,DeviceDataService,273.76
41459121,12:00:00 PM,1370,21,1860728.88,0.024835648,DeviceDataService,251.5
41459314,1:00:00 PM,1370,21,1860728.88,0.024835648,DeviceDataService,248
41459507,2:00:00 PM,1370,21,1860728.88,0.024835648,DeviceDataService,278.74
41459700,3:00:00 PM,1370,21,1860728.88,0.024835648,DeviceDataService,273.26
41459893,4:00:00 PM,1370,21,1868679.12,0.024835648,DeviceDataService,250
41460086,5:00:00 PM,1370,21,1868942,0.024835648,DeviceDataService,262.88
41460279,6:00:00 PM,1370,21,1869177.25,0.024835648,DeviceDataService,235.25
41460472,7:00:00 PM,1370,21,1869396.38,0.024835648,DeviceDataService,219.13
41460665,8:00:00 PM,1370,21,1869597.62,0.024835648,DeviceDataService,201.24
41460858,9:00:00 PM,1370,21,1869788.38,0.024835648,DeviceDataService,190.76
41461051,10:00:00 PM,1370,21,1869970.38,0.024835648,DeviceDataService,182
41461244,11:00:00 PM,1370,21,1870116,0.024835648,DeviceDataService,145.62
41461433,12:00:00 AM,1370,21,1870223.25,0.0249375,DeviceDataService,107.25
41461626,1:00:00 AM,1370,21,1870330.38,0.0249375,DeviceDataService,107.13
41461819,2:00:00 AM,1370,21,1870434.88,0.0249375,DeviceDataService,104.5
41462012,3:00:00 AM,1370,21,1870534,0.0249375,DeviceDataService,99.12
41462205,4:00:00 AM,1370,21,1870642,0.0249375,DeviceDataService,108
41462398,5:00:00 AM,1370,21,1870751.25,0.0249375,DeviceDataService,109.25
41462591,6:00:00 AM,1370,21,1870882.88,0.0249375,DeviceDataService,131.63
41462784,7:00:00 AM,1370,21,1871027.25,0.0249375,DeviceDataService,144.37
41462977,8:00:00 AM,1370,21,1871212.75,0.0249375,DeviceDataService,185.5
41463170,9:00:00 AM,1370,21,1871461.62,0.0249375,DeviceDataService,248.87
41463363,10:00:00 AM,1370,21,1871745.12,0.0249375,DeviceDataService,283.5
41463556,11:00:00 AM,1370,21,1872018.88,0.0249375,DeviceDataService,273.76
41463749,12:00:00 PM,1370,21,1872270.38,0.0249375,DeviceDataService,251.5
41463942,1:00:00 PM,1370,21,1872518.38,0.0249375,DeviceDataService,248
41464135,2:00:00 PM,1370,21,1872797.12,0.0249375,DeviceDataService,278.74
41464328,3:00:00 PM,1370,21,1873070.38,0.0249375,DeviceDataService,273.26
41464521,4:00:00 PM,1370,21,1873345.12,0.0249375,DeviceDataService,274.74
41464714,5:00:00 PM,1370,21,1873608.5,0.0249375,DeviceDataService,263.38
41464907,6:00:00 PM,1370,21,1873848.5,0.0249375,DeviceDataService,240
41465100,7:00:00 PM,1370,21,1874063.25,0.0249375,DeviceDataService,214.75
41465293,8:00:00 PM,1370,21,1874261.25,0.0249375,DeviceDataService,198
41465486,9:00:00 PM,1370,21,1874452.38,0.0249375,DeviceDataService,191.13
41465679,10:00:00 PM,1370,21,1874635.62,0.0249375,DeviceDataService,183.24
41465872,11:00:00 PM,1370,21,1874789.25,0.0249375,DeviceDataService,153.63
41466082,12:00:00 AM,1370,21,1874892.75,0.025011574,DeviceDataService,103.5
41466275,1:00:00 AM,1370,21,1874994.88,0.025011574,DeviceDataService,102.13
41466468,2:00:00 AM,1370,21,1875095.12,0.025011574,DeviceDataService,100.24
41466661,3:00:00 AM,1370,21,1875196,0.025011574,DeviceDataService,100.88
41466854,4:00:00 AM,1370,21,1875300.38,0.025011574,DeviceDataService,104.38
41467047,5:00:00 AM,1370,21,1875409.62,0.025011574,DeviceDataService,109.24
41467240,6:00:00 AM,1370,21,1875533.12,0.025011574,DeviceDataService,123.5
41467433,7:00:00 AM,1370,21,1875687.88,0.025011574,DeviceDataService,154.76
41467626,8:00:00 AM,1370,21,1875871.25,0.025011574,DeviceDataService,183.37
41467819,9:00:00 AM,1370,21,1876116.38,0.025011574,DeviceDataService,245.13
41468012,10:00:00 AM,1370,21,1876406.75,0.025011574,DeviceDataService,290.37
41468205,11:00:00 AM,1370,21,1876674.88,0.025011574,DeviceDataService,268.13
41468398,12:00:00 PM,1370,21,1876917.62,0.025011574,DeviceDataService,242.74
41468591,1:00:00 PM,1370,21,1877161.25,0.025011574,DeviceDataService,243.63
41468784,2:00:00 PM,1370,21,1877430,0.025011574,DeviceDataService,268.75
41468977,3:00:00 PM,1370,21,1877705.62,0.025011574,DeviceDataService,275.62
41469170,4:00:00 PM,1370,21,1877985.12,0.025011574,DeviceDataService,279.5
41469363,5:00:00 PM,1370,21,1878244.88,0.025011574,DeviceDataService,259.76
41469556,6:00:00 PM,1370,21,1878476,0.025011574,DeviceDataService,231.12
41469749,7:00:00 PM,1370,21,1878681.25,0.025011574,DeviceDataService,205.25
41469942,8:00:00 PM,1370,21,1878870.75,0.025011574,DeviceDataService,189.5
41470135,9:00:00 PM,1370,21,1879055.25,0.025011574,DeviceDataService,184.5
41470328,10:00:00 PM,1370,21,1879120.38,0.025011574,DeviceDataService,183.24
41470521,11:00:00 PM,1370,21,1879120.38,0.025011574,DeviceDataService,93.63
41470702,12:00:00 AM,1370,21,1879120.38,0.02508912,DeviceDataService,93.12
41470895,1:00:00 AM,1370,21,1879120.38,0.02508912,DeviceDataService,91.25
41471088,2:00:00 AM,1370,21,1879120.38,0.02508912,DeviceDataService,84.37
41471281,3:00:00 AM,1370,21,1879120.38,0.02508912,DeviceDataService,82.5
41471474,4:00:00 AM,1370,21,1879120.38,0.02508912,DeviceDataService,80.76
41471667,5:00:00 AM,1370,21,1879120.38,0.02508912,DeviceDataService,86.87
41471860,6:00:00 AM,1370,21,1879120.38,0.02508912,DeviceDataService,88.75
41472053,7:00:00 AM,1370,21,1879120.38,0.02508912,DeviceDataService,89.12
41472246,8:00:00 AM,1370,21,1879120.38,0.02508912,DeviceDataService,93.26
41472439,9:00:00 AM,1370,21,1879120.38,0.02508912,DeviceDataService,104.87
41472632,10:00:00 AM,1370,21,1879120.38,0.02508912,DeviceDataService,110.37
41472825,11:00:00 AM,1370,21,1879120.38,0.02508912,DeviceDataService,115.26
41473018,12:00:00 PM,1370,21,1879120.38,0.02508912,DeviceDataService,116.74
41473211,1:00:00 PM,1370,21,1879120.38,0.02508912,DeviceDataService,120
41473404,2:00:00 PM,1370,21,1879120.38,0.02508912,DeviceDataService,124
41473597,3:00:00 PM,1370,21,1879120.38,0.02508912,DeviceDataService,124
41473790,4:00:00 PM,1370,21,1879120.38,0.02508912,DeviceDataService,124.38
41473983,5:00:00 PM,1370,21,1879120.38,0.02508912,DeviceDataService,122.75
41474176,6:00:00 PM,1370,21,1879120.38,0.02508912,DeviceDataService,124
41474369,7:00:00 PM,1370,21,1879120.38,0.02508912,DeviceDataService,115.25
41474562,8:00:00 PM,1370,21,1879120.38,0.02508912,DeviceDataService,113.12
41474755,9:00:00 PM,1370,21,1879120.38,0.02508912,DeviceDataService,111.63
41474948,10:00:00 PM,1370,21,1879120.38,0.02508912,DeviceDataService,100
41475141,11:00:00 PM,1370,21,1879120.38,0.02508912,DeviceDataService,86.87
41475276,12:00:00 AM,1370,21,1879120.38,0.025163194,DeviceDataService,85.5
41475469,1:00:00 AM,1370,21,1879120.38,0.025163194,DeviceDataService,85.26
41475662,2:00:00 AM,1370,21,1879120.38,0.025163194,DeviceDataService,85.24
41475855,3:00:00 AM,1370,21,1879120.38,0.025163194,DeviceDataService,84.38
41476048,4:00:00 AM,1370,21,1879120.38,0.025163194,DeviceDataService,84
41476241,5:00:00 AM,1370,21,1879120.38,0.025163194,DeviceDataService,85.62
41476434,6:00:00 AM,1370,21,1879120.38,0.025163194,DeviceDataService,93.13
41476627,7:00:00 AM,1370,21,1879120.38,0.025163194,DeviceDataService,98.13
41476820,8:00:00 AM,1370,21,1879120.38,0.025163194,DeviceDataService,99.87
41477013,9:00:00 AM,1370,21,1879120.38,0.025163194,DeviceDataService,108.13
41477206,10:00:00 AM,1370,21,1879120.38,0.025163194,DeviceDataService,113.5
41477399,11:00:00 AM,1370,21,1879120.38,0.025163194,DeviceDataService,116.5
41477592,12:00:00 PM,1370,21,1879120.38,0.025163194,DeviceDataService,121.24
41477785,1:00:00 PM,1370,21,1879120.38,0.025163194,DeviceDataService,123.5
41477978,2:00:00 PM,1370,21,1879120.38,0.025163194,DeviceDataService,124.76
41478171,3:00:00 PM,1370,21,1879120.38,0.025163194,DeviceDataService,124.37
41478364,4:00:00 PM,1370,21,1879120.38,0.025163194,DeviceDataService,124.13
41478557,5:00:00 PM,1370,21,1879120.38,0.025163194,DeviceDataService,123.5
41478750,6:00:00 PM,1370,21,1879120.38,0.025163194,DeviceDataService,121.24
41478943,7:00:00 PM,1370,21,1879120.38,0.025163194,DeviceDataService,107.63
41479136,8:00:00 PM,1370,21,1879120.38,0.025163194,DeviceDataService,105.13
41479329,9:00:00 PM,1370,21,1879120.38,0.025163194,DeviceDataService,102.12
41479522,10:00:00 PM,1370,21,1884829.12,0.025163194,DeviceDataService,93.88
41479715,11:00:00 PM,1370,21,1884932,0.025163194,DeviceDataService,84.87
41479977,12:00:00 AM,1370,21,1885020.75,0.025232639,DeviceDataService,88.75
41480170,1:00:00 AM,1370,21,1885108.38,0.025232639,DeviceDataService,87.63
41480363,2:00:00 AM,1370,21,1885194.38,0.025232639,DeviceDataService,86
41480556,3:00:00 AM,1370,21,1885281.12,0.025232639,DeviceDataService,86.74
41480749,4:00:00 AM,1370,21,1885375.62,0.025232639,DeviceDataService,94.5
41480942,5:00:00 AM,1370,21,1885469.62,0.025232639,DeviceDataService,94
41481135,6:00:00 AM,1370,21,1885584,0.025232639,DeviceDataService,114.38
41481328,7:00:00 AM,1370,21,1885726.88,0.025232639,DeviceDataService,142.88
41481521,8:00:00 AM,1370,21,1885914.38,0.025232639,DeviceDataService,187.5
41481714,9:00:00 AM,1370,21,1886165.62,0.025232639,DeviceDataService,251.24
41481907,10:00:00 AM,1370,21,1886452,0.025232639,DeviceDataService,286.38
41482100,11:00:00 AM,1370,21,1886721.5,0.025232639,DeviceDataService,269.5
41482293,12:00:00 PM,1370,21,1886998.75,0.025232639,DeviceDataService,277.25
41482486,1:00:00 PM,1370,21,1887254.75,0.025232639,DeviceDataService,256
41482679,2:00:00 PM,1370,21,1887531.62,0.025232639,DeviceDataService,276.87
41482872,3:00:00 PM,1370,21,1887813.25,0.025232639,DeviceDataService,281.63
41483065,4:00:00 PM,1370,21,1888101.25,0.025232639,DeviceDataService,288
41483258,5:00:00 PM,1370,21,1888363.62,0.025232639,DeviceDataService,262.37
41483451,6:00:00 PM,1370,21,1888602.75,0.025232639,DeviceDataService,239.13
41483644,7:00:00 PM,1370,21,1888819.25,0.025232639,DeviceDataService,216.5
41483837,8:00:00 PM,1370,21,1889024.75,0.025232639,DeviceDataService,205.5
41484030,9:00:00 PM,1370,21,1889215.62,0.025232639,DeviceDataService,190.87
41484223,10:00:00 PM,1370,21,1889399.5,0.025232639,DeviceDataService,183.88
41484416,11:00:00 PM,1370,21,1889564.75,0.025232639,DeviceDataService,165.25
41484592,12:00:00 AM,1370,21,1889676.75,0.025305556,DeviceDataService,112
41484785,1:00:00 AM,1370,21,1889785.62,0.025305556,DeviceDataService,108.87
41484978,2:00:00 AM,1370,21,1889892.88,0.025305556,DeviceDataService,107.26
41485171,3:00:00 AM,1370,21,1889997.12,0.025305556,DeviceDataService,104.24
41485364,4:00:00 AM,1370,21,1890097.12,0.025305556,DeviceDataService,100
41485557,5:00:00 AM,1370,21,1890206.5,0.025305556,DeviceDataService,109.38
41485750,6:00:00 AM,1370,21,1890332.38,0.025305556,DeviceDataService,125.88
41485943,7:00:00 AM,1370,21,1890491.62,0.025305556,DeviceDataService,159.24
41486136,8:00:00 AM,1370,21,1890679.5,0.025305556,DeviceDataService,187.88
41486329,9:00:00 AM,1370,21,1890933.25,0.025305556,DeviceDataService,253.75
41486522,10:00:00 AM,1370,21,1891210.75,0.025305556,DeviceDataService,277.5
41486715,11:00:00 AM,1370,21,1891495.5,0.025305556,DeviceDataService,284.75
41486908,12:00:00 PM,1370,21,1891753.25,0.025305556,DeviceDataService,257.75
41487101,1:00:00 PM,1370,21,1892012.38,0.025305556,DeviceDataService,259.13
41487294,2:00:00 PM,1370,21,1892284,0.025305556,DeviceDataService,271.62
41487487,3:00:00 PM,1370,21,1892554.38,0.025305556,DeviceDataService,270.38
41487680,4:00:00 PM,1370,21,1892836.88,0.025305556,DeviceDataService,282.5
41487873,5:00:00 PM,1370,21,1893101.12,0.025305556,DeviceDataService,264.24
41488066,6:00:00 PM,1370,21,1893342,0.025305556,DeviceDataService,240.88
41488259,7:00:00 PM,1370,21,1893564.75,0.025305556,DeviceDataService,222.75
41488452,8:00:00 PM,1370,21,1893766.75,0.025305556,DeviceDataService,202
41488645,9:00:00 PM,1370,21,1893958.38,0.025305556,DeviceDataService,191.63
41488838,10:00:00 PM,1370,21,1894142.88,0.025305556,DeviceDataService,184.5
41489031,11:00:00 PM,1370,21,1894287.25,0.025305556,DeviceDataService,144.37
41489218,12:00:00 AM,1370,21,1894392.12,0.025385417,DeviceDataService,104.87
41489411,1:00:00 AM,1370,21,1894497.12,0.025385417,DeviceDataService,105
41489604,2:00:00 AM,1370,21,1894602,0.025385417,DeviceDataService,104.88
41489797,3:00:00 AM,1370,21,1894704,0.025385417,DeviceDataService,102
41489990,4:00:00 AM,1370,21,1894713.62,0.025385417,DeviceDataService,94.5
41490183,5:00:00 AM,1370,21,1894713.62,0.025385417,DeviceDataService,94
41490376,6:00:00 AM,1370,21,1894713.62,0.025385417,DeviceDataService,114.38
41490569,7:00:00 AM,1370,21,1894713.62,0.025385417,DeviceDataService,142.88
41490762,8:00:00 AM,1370,21,1894713.62,0.025385417,DeviceDataService,187.5
41490955,9:00:00 AM,1370,21,1894713.62,0.025385417,DeviceDataService,251.24
41491148,10:00:00 AM,1370,21,1894713.62,0.025385417,DeviceDataService,286.38
41491341,11:00:00 AM,1370,21,1894713.62,0.025385417,DeviceDataService,269.5
41491534,12:00:00 PM,1370,21,1894713.62,0.025385417,DeviceDataService,277.25
41491727,1:00:00 PM,1370,21,1896647.5,0.025385417,DeviceDataService,270
41491920,2:00:00 PM,1370,21,1896922.75,0.025385417,DeviceDataService,275.25
41492113,3:00:00 PM,1370,21,1897196.38,0.025385417,DeviceDataService,273.63
41492306,4:00:00 PM,1370,21,1897480.5,0.025385417,DeviceDataService,284.12
41492499,5:00:00 PM,1370,21,1897748.75,0.025385417,DeviceDataService,268.25
41492692,6:00:00 PM,1370,21,1897984.38,0.025385417,DeviceDataService,235.63
41492885,7:00:00 PM,1370,21,1898202.38,0.025385417,DeviceDataService,218
41493078,8:00:00 PM,1370,21,1898401.12,0.025385417,DeviceDataService,198.74
41493271,9:00:00 PM,1370,21,1898592.75,0.025385417,DeviceDataService,191.63
41493464,10:00:00 PM,1370,21,1898776.88,0.025385417,DeviceDataService,184.13
41493657,11:00:00 PM,1370,21,1898921.62,0.025385417,DeviceDataService,144.74
41493779,12:00:00 AM,1370,21,1899028.38,0.025484954,DeviceDataService,106.76
41493972,1:00:00 AM,1370,21,1899134,0.025484954,DeviceDataService,105.62
41494165,2:00:00 AM,1370,21,1899240.5,0.025484954,DeviceDataService,106.5
41494358,3:00:00 AM,1370,21,1899343.62,0.025484954,DeviceDataService,103.12
41494551,4:00:00 AM,1370,21,1899449.25,0.025484954,DeviceDataService,105.63
41494744,5:00:00 AM,1370,21,1899561.25,0.025484954,DeviceDataService,112
41494937,6:00:00 AM,1370,21,1899688.88,0.025484954,DeviceDataService,127.63
41495130,7:00:00 AM,1370,21,1899837.12,0.025484954,DeviceDataService,148.24
41495323,8:00:00 AM,1370,21,1900023.12,0.025484954,DeviceDataService,186
41495516,9:00:00 AM,1370,21,1900270.38,0.025484954,DeviceDataService,247.26
41495709,10:00:00 AM,1370,21,1900560.38,0.025484954,DeviceDataService,290
41495902,11:00:00 AM,1370,21,1900829.12,0.025484954,DeviceDataService,268.74
41496095,12:00:00 PM,1370,21,1901076.75,0.025484954,DeviceDataService,247.63
41496288,1:00:00 PM,1370,21,1901324.75,0.025484954,DeviceDataService,248
41496481,2:00:00 PM,1370,21,1901596,0.025484954,DeviceDataService,271.25
41496674,3:00:00 PM,1370,21,1901864.5,0.025484954,DeviceDataService,268.5
41496867,4:00:00 PM,1370,21,1902142,0.025484954,DeviceDataService,277.5
41497060,5:00:00 PM,1370,21,1902403.25,0.025484954,DeviceDataService,261.25
41497253,6:00:00 PM,1370,21,1902642.88,0.025484954,DeviceDataService,239.63
41497446,7:00:00 PM,1370,21,1902860.75,0.025484954,DeviceDataService,217.87
41497639,8:00:00 PM,1370,21,1903063.12,0.025484954,DeviceDataService,202.37
41497832,9:00:00 PM,1370,21,1903254.75,0.025484954,DeviceDataService,191.63
41498025,10:00:00 PM,1370,21,1903437.12,0.025484954,DeviceDataService,182.37
41498218,11:00:00 PM,1370,21,1903566,0.025484954,DeviceDataService,128.88
41498491,12:00:00 AM,1370,21,1903677.12,0.025554398,DeviceDataService,111.12
41498684,1:00:00 AM,1370,21,1903783.88,0.025554398,DeviceDataService,106.76
41498877,2:00:00 AM,1370,21,1903885.12,0.025554398,DeviceDataService,101.24
41499070,3:00:00 AM,1370,21,1903983.62,0.025554398,DeviceDataService,98.5
41499263,4:00:00 AM,1370,21,1904088.88,0.025554398,DeviceDataService,105.26
41499456,5:00:00 AM,1370,21,1904196.38,0.025554398,DeviceDataService,107.5
41499649,6:00:00 AM,1370,21,1904321.5,0.025554398,DeviceDataService,125.12
41499842,7:00:00 AM,1370,21,1904479.62,0.025554398,DeviceDataService,158.12
41500035,8:00:00 AM,1370,21,1904668.75,0.025554398,DeviceDataService,189.13
41500228,9:00:00 AM,1370,21,1904907.62,0.025554398,DeviceDataService,238.87
41500421,10:00:00 AM,1370,21,1905177.62,0.025554398,DeviceDataService,270
41500614,11:00:00 AM,1370,21,1905453.12,0.025554398,DeviceDataService,275.5
41500807,12:00:00 PM,1370,21,1905695.62,0.025554398,DeviceDataService,242.5
41501000,1:00:00 PM,1370,21,1905938,0.025554398,DeviceDataService,242.38
41501193,2:00:00 PM,1370,21,1906196.38,0.025554398,DeviceDataService,258.38
41501386,3:00:00 PM,1370,21,1906454.75,0.025554398,DeviceDataService,258.37
41501579,4:00:00 PM,1370,21,1906724.38,0.025554398,DeviceDataService,269.63
41501772,5:00:00 PM,1370,21,1906982,0.025554398,DeviceDataService,257.62
41501965,6:00:00 PM,1370,21,1907143.88,0.025554398,DeviceDataService,250
41502158,7:00:00 PM,1370,21,1907143.88,0.025554398,DeviceDataService,222.75
41502351,8:00:00 PM,1370,21,1907143.88,0.025554398,DeviceDataService,202
41502544,9:00:00 PM,1370,21,1907143.88,0.025554398,DeviceDataService,191.63
41502737,10:00:00 PM,1370,21,1907143.88,0.025554398,DeviceDataService,184.5
41502930,11:00:00 PM,1370,21,1907143.88,0.025554398,DeviceDataService,144.37
41503105,12:00:00 AM,1370,21,1907143.88,0.025622685,DeviceDataService,104.87
41503298,1:00:00 AM,1370,21,1907143.88,0.025622685,DeviceDataService,105
41503491,2:00:00 AM,1370,21,1907143.88,0.025622685,DeviceDataService,104.88
41503684,3:00:00 AM,1370,21,1907143.88,0.025622685,DeviceDataService,102
41503877,4:00:00 AM,1370,21,1907143.88,0.025622685,DeviceDataService,94.5
41504070,5:00:00 AM,1370,21,1907143.88,0.025622685,DeviceDataService,94
41504263,6:00:00 AM,1370,21,1907143.88,0.025622685,DeviceDataService,114.38
41504456,7:00:00 AM,1370,21,1908788.38,0.025622685,DeviceDataService,110
41504649,8:00:00 AM,1370,21,1908890.38,0.025622685,DeviceDataService,102
41504842,9:00:00 AM,1370,21,1909000.88,0.025622685,DeviceDataService,110.5
41505035,10:00:00 AM,1370,21,1909120,0.025622685,DeviceDataService,119.12
41505228,11:00:00 AM,1370,21,1909244,0.025622685,DeviceDataService,124
41505421,12:00:00 PM,1370,21,1909370,0.025622685,DeviceDataService,126
41505614,1:00:00 PM,1370,21,1909502.5,0.025622685,DeviceDataService,132.5
41505807,2:00:00 PM,1370,21,1909641.62,0.025622685,DeviceDataService,139.12
41506000,3:00:00 PM,1370,21,1909782,0.025622685,DeviceDataService,140.38
41506193,4:00:00 PM,1370,21,1909927.5,0.025622685,DeviceDataService,145.5
41506386,5:00:00 PM,1370,21,1910067.25,0.025622685,DeviceDataService,139.75
41506579,6:00:00 PM,1370,21,1910203.62,0.025622685,DeviceDataService,136.37
41506772,7:00:00 PM,1370,21,1910338.38,0.025622685,DeviceDataService,134.76
41506965,8:00:00 PM,1370,21,1910460,0.025622685,DeviceDataService,121.62
41507158,9:00:00 PM,1370,21,1910576.38,0.025622685,DeviceDataService,116.38
41507351,10:00:00 PM,1370,21,1910692.88,0.025622685,DeviceDataService,116.5
41507544,11:00:00 PM,1370,21,1910796,0.025622685,DeviceDataService,103.12
41507757,12:00:00 AM,1370,21,1910892,0.025693287,DeviceDataService,96
41507950,1:00:00 AM,1370,21,1910986.75,0.025693287,DeviceDataService,94.75
41508143,2:00:00 AM,1370,21,1911078.38,0.025693287,DeviceDataService,91.63
41508336,3:00:00 AM,1370,21,1911165.62,0.025693287,DeviceDataService,87.24
41508529,4:00:00 AM,1370,21,1911253.25,0.025693287,DeviceDataService,87.63
41508722,5:00:00 AM,1370,21,1911344.38,0.025693287,DeviceDataService,91.13
41508915,6:00:00 AM,1370,21,1911432.88,0.025693287,DeviceDataService,88.5
41509108,7:00:00 AM,1370,21,1911530,0.025693287,DeviceDataService,97.12
41509301,8:00:00 AM,1370,21,1911628.75,0.025693287,DeviceDataService,98.75
41509494,9:00:00 AM,1370,21,1911734,0.025693287,DeviceDataService,105.25
41509687,10:00:00 AM,1370,21,1911844.38,0.025693287,DeviceDataService,110.38
41509880,11:00:00 AM,1370,21,1911965.12,0.025693287,DeviceDataService,120.74
41510073,12:00:00 PM,1370,21,1912090.38,0.025693287,DeviceDataService,125.26
41510266,1:00:00 PM,1370,21,1912219.12,0.025693287,DeviceDataService,128.74
41510459,2:00:00 PM,1370,21,1912347.62,0.025693287,DeviceDataService,128.5
41510652,3:00:00 PM,1370,21,1912477.12,0.025693287,DeviceDataService,129.5
41510845,4:00:00 PM,1370,21,1912608.38,0.025693287,DeviceDataService,131.26
41511038,5:00:00 PM,1370,21,1912739.62,0.025693287,DeviceDataService,131.24
41511231,6:00:00 PM,1370,21,1912872.88,0.025693287,DeviceDataService,133.26
41511424,7:00:00 PM,1370,21,1913002,0.025693287,DeviceDataService,129.12
41511617,8:00:00 PM,1370,21,1913121.5,0.025693287,DeviceDataService,119.5
41511810,9:00:00 PM,1370,21,1913238.38,0.025693287,DeviceDataService,116.88
41512003,10:00:00 PM,1370,21,1913355.25,0.025693287,DeviceDataService,116.87
41512196,11:00:00 PM,1370,21,1913454.38,0.025693287,DeviceDataService,99.13
41512401,12:00:00 AM,1370,21,1913548.38,0.025766204,DeviceDataService,94
41512594,1:00:00 AM,1370,21,1913642.38,0.025766204,DeviceDataService,94
41512787,2:00:00 AM,1370,21,1913733.25,0.025766204,DeviceDataService,90.87
41512980,3:00:00 AM,1370,21,1913822,0.025766204,DeviceDataService,88.75
41513173,4:00:00 AM,1370,21,1913916.38,0.025766204,DeviceDataService,94.38
41513366,5:00:00 AM,1370,21,1914014,0.025766204,DeviceDataService,97.62
41513559,6:00:00 AM,1370,21,1914124.75,0.025766204,DeviceDataService,110.75
41513752,7:00:00 AM,1370,21,1914254.88,0.025766204,DeviceDataService,130.13
41513945,8:00:00 AM,1370,21,1914420.75,0.025766204,DeviceDataService,165.87
41514138,9:00:00 AM,1370,21,1914662.75,0.025766204,DeviceDataService,242
41514331,10:00:00 AM,1370,21,1914943.25,0.025766204,DeviceDataService,280.5
41514524,11:00:00 AM,1370,21,1915212,0.025766204,DeviceDataService,268.75
41514717,12:00:00 PM,1370,21,1915479.5,0.025766204,DeviceDataService,267.5
41514910,1:00:00 PM,1370,21,1915574.75,0.025766204,DeviceDataService,250
41515103,2:00:00 PM,1370,21,1915574.75,0.025766204,DeviceDataService,272
41515296,3:00:00 PM,1370,21,1915574.75,0.025766204,DeviceDataService,272
41515489,4:00:00 PM,1370,21,1915574.75,0.025766204,DeviceDataService,284
41515682,5:00:00 PM,1370,21,1915574.75,0.025766204,DeviceDataService,254
41515875,6:00:00 PM,1370,21,1915574.75,0.025766204,DeviceDataService,238.12
41516068,7:00:00 PM,1370,21,1915574.75,0.025766204,DeviceDataService,218.38
41516261,8:00:00 PM,1370,21,1915574.75,0.025766204,DeviceDataService,201.12
41516454,9:00:00 PM,1370,21,1915574.75,0.025766204,DeviceDataService,192
41516647,10:00:00 PM,1370,21,1915574.75,0.025766204,DeviceDataService,176
41516840,11:00:00 PM,1370,21,1915574.75,0.025766204,DeviceDataService,133.5
41517015,12:00:00 AM,1370,21,1915574.75,0.025842593,DeviceDataService,113.38
41517208,1:00:00 AM,1370,21,1918268.75,0.025842593,DeviceDataService,102
41517401,2:00:00 AM,1370,21,1918372.38,0.025842593,DeviceDataService,103.63
41517594,3:00:00 AM,1370,21,1918474,0.025842593,DeviceDataService,101.62
41517787,4:00:00 AM,1370,21,1918576.38,0.025842593,DeviceDataService,102.38
41517980,5:00:00 AM,1370,21,1918691.62,0.025842593,DeviceDataService,115.24
41518173,6:00:00 AM,1370,21,1918817.12,0.025842593,DeviceDataService,125.5
41518366,7:00:00 AM,1370,21,1918954,0.025842593,DeviceDataService,136.88
41518559,8:00:00 AM,1370,21,1919130.38,0.025842593,DeviceDataService,176.38
41518752,9:00:00 AM,1370,21,1919390.88,0.025842593,DeviceDataService,260.5
41518945,10:00:00 AM,1370,21,1919684,0.025842593,DeviceDataService,293.12
41519138,11:00:00 AM,1370,21,1919954.88,0.025842593,DeviceDataService,270.88
41519331,12:00:00 PM,1370,21,1920198.75,0.025842593,DeviceDataService,243.87
41519524,1:00:00 PM,1370,21,1920441.25,0.025842593,DeviceDataService,242.5
41519717,2:00:00 PM,1370,21,1920716,0.025842593,DeviceDataService,274.75
41519910,3:00:00 PM,1370,21,1920988,0.025842593,DeviceDataService,272
41520103,4:00:00 PM,1370,21,1921270.38,0.025842593,DeviceDataService,282.38
41520296,5:00:00 PM,1370,21,1921528.12,0.025842593,DeviceDataService,257.74
41520489,6:00:00 PM,1370,21,1921762.88,0.025842593,DeviceDataService,234.76
